id,factor_id/id,item_id/id,score_id/id,note,state
vote_2569,factor_397,item_5,score_3,,valid
vote_2570,factor_396,item_5,score_3,,valid
vote_2571,factor_395,item_5,score_3,,valid
vote_2572,factor_394,item_5,score_3,,valid
vote_2573,factor_399,item_5,score_3,,valid
vote_2574,factor_400,item_5,score_3,,valid
vote_2575,factor_401,item_5,score_1,,valid
vote_2576,factor_428,item_5,score_3,,valid
vote_2577,factor_429,item_5,score_3,,valid
vote_2578,factor_427,item_5,score_3,,valid
vote_2580,factor_424,item_5,score_1,,valid
vote_2581,factor_420,item_5,score_3,,valid
vote_2582,factor_421,item_5,score_3,,valid
vote_2583,factor_422,item_5,score_1,,valid
vote_2585,factor_416,item_5,score_1,,valid
vote_2586,factor_417,item_5,score_1,,valid
vote_2587,factor_418,item_5,score_1,,valid
vote_2588,factor_419,item_5,score_1,,valid
vote_2590,factor_411,item_5,score_3,,valid
vote_2591,factor_413,item_5,score_1,,valid
vote_2592,factor_414,item_5,score_1,,valid
vote_2593,factor_408,item_5,score_3,,valid
vote_2594,factor_409,item_5,score_3,,valid
vote_2595,factor_407,item_5,score_3,,valid
vote_2596,factor_406,item_5,score_3,,valid
vote_2600,factor_461,item_5,score_1,,valid
vote_2601,factor_465,item_5,score_1,,valid
vote_2602,factor_464,item_5,score_1,,valid
vote_2603,factor_463,item_5,score_1,,valid
vote_2604,factor_462,item_5,score_1,,valid
vote_2605,factor_472,item_5,score_1,,valid
vote_2606,factor_471,item_5,score_1,,valid
vote_2607,factor_473,item_5,score_1,,valid
vote_2608,factor_375,item_5,score_1,,valid
vote_2609,factor_373,item_5,score_1,,valid
vote_2610,factor_374,item_5,score_3,,valid
vote_2611,factor_376,item_5,score_3,,valid
vote_2612,factor_371,item_5,score_1,,valid
vote_2614,factor_369,item_5,score_1,,valid
vote_2615,factor_365,item_5,score_1,,valid
vote_2616,factor_367,item_5,score_1,,valid
vote_2617,factor_366,item_5,score_1,,valid
vote_2618,factor_382,item_5,score_1,,valid
vote_2619,factor_384,item_5,score_1,,valid
vote_2620,factor_383,item_5,score_1,,valid
vote_2621,factor_378,item_5,score_1,,valid
vote_2623,factor_380,item_5,score_1,,valid
vote_2624,factor_391,item_5,score_3,,valid
vote_2625,factor_390,item_5,score_1,,valid
vote_2626,factor_389,item_5,score_3,,valid
vote_2627,factor_392,item_5,score_1,,valid
vote_2628,factor_830,item_5,score_1,,valid
vote_2631,factor_827,item_5,score_1,,valid
vote_2632,factor_826,item_5,score_1,,valid
vote_2633,factor_825,item_5,score_1,,valid
vote_2634,factor_824,item_5,score_1,,valid
vote_2635,factor_831,item_5,score_1,,valid
vote_2636,factor_452,item_5,score_1,,valid
vote_2637,factor_453,item_5,score_1,,valid
vote_2640,factor_440,item_5,score_1,,valid
vote_2641,factor_442,item_5,score_1,,valid
vote_2642,factor_441,item_5,score_1,,valid
vote_2643,factor_458,item_5,score_1,,valid
vote_2645,factor_457,item_5,score_1,,valid
vote_2646,factor_436,item_5,score_1,,valid
vote_2647,factor_434,item_5,score_1,,valid
vote_2648,factor_435,item_5,score_1,,valid
vote_2649,factor_433,item_5,score_1,,valid
vote_2650,factor_437,item_5,score_1,,valid
vote_2651,factor_583,item_5,score_1,,valid
vote_2652,factor_584,item_5,score_1,,valid
vote_2654,factor_573,item_5,score_1,,valid
vote_2655,factor_576,item_5,score_1,,valid
vote_2656,factor_575,item_5,score_1,,valid
vote_2657,factor_574,item_5,score_1,,valid
vote_2658,factor_589,item_5,score_1,,valid
vote_2659,factor_587,item_5,score_1,,valid
vote_2660,factor_588,item_5,score_1,,valid
vote_2661,factor_591,item_5,score_1,,valid
vote_2662,factor_590,item_5,score_1,,valid
vote_2663,factor_568,item_5,score_3,,valid
vote_2664,factor_570,item_5,score_1,,valid
vote_2665,factor_571,item_5,score_1,,valid
vote_2666,factor_567,item_5,score_3,,valid
vote_2667,factor_569,item_5,score_1,,valid
vote_2668,factor_580,item_5,score_1,,valid
vote_2669,factor_581,item_5,score_1,,valid
vote_2670,factor_579,item_5,score_1,,valid
vote_2671,factor_578,item_5,score_1,,valid
vote_2672,factor_834,item_5,score_3,,valid
vote_2673,factor_832,item_5,score_3,,valid
vote_2675,factor_841,item_5,score_1,,valid
vote_2676,factor_840,item_5,score_1,,valid
vote_2677,factor_839,item_5,score_1,,valid
vote_2678,factor_838,item_5,score_3,,valid
vote_2679,factor_837,item_5,score_3,,valid
vote_2680,factor_836,item_5,score_1,,valid
vote_2681,factor_843,item_5,score_3,,valid
vote_2683,factor_833,item_5,score_3,,valid
vote_2684,factor_854,item_5,score_1,,valid
vote_2686,factor_852,item_5,score_1,,valid
vote_2687,factor_851,item_5,score_1,,valid
vote_2688,factor_850,item_5,score_1,,valid
vote_2689,factor_848,item_5,score_1,,valid
vote_2690,factor_847,item_5,score_1,,valid
vote_2691,factor_857,item_5,score_1,,valid
vote_2692,factor_856,item_5,score_1,,valid
vote_2693,factor_855,item_5,score_3,,valid
vote_2694,factor_849,item_5,score_1,,valid
vote_2695,factor_788,item_5,score_1,,valid
vote_2696,factor_785,item_5,score_1,,valid
vote_2697,factor_782,item_5,score_1,,valid
vote_2698,factor_783,item_5,score_1,,valid
vote_2699,factor_784,item_5,score_1,,valid
vote_2700,factor_786,item_5,score_1,,valid
vote_2701,factor_787,item_5,score_1,,valid
vote_2702,factor_794,item_5,score_1,,valid
vote_2703,factor_793,item_5,score_1,,valid
vote_2704,factor_792,item_5,score_1,,valid
vote_2705,factor_791,item_5,score_1,,valid
vote_2706,factor_790,item_5,score_1,,valid
vote_2707,factor_789,item_5,score_1,,valid
vote_2708,factor_795,item_5,score_1,,valid
vote_2709,factor_803,item_5,score_1,,valid
vote_2711,factor_801,item_5,score_1,,valid
vote_2713,factor_799,item_5,score_1,,valid
vote_2714,factor_798,item_5,score_1,,valid
vote_2715,factor_797,item_5,score_1,,valid
vote_2716,factor_796,item_5,score_1,,valid
vote_2717,factor_808,item_5,score_1,,valid
vote_2718,factor_806,item_5,score_1,,valid
vote_2719,factor_805,item_5,score_1,,valid
vote_2720,factor_804,item_5,score_1,,valid
vote_2721,factor_807,item_5,score_1,,valid
vote_2722,factor_810,item_5,score_3,,valid
vote_2723,factor_812,item_5,score_1,,valid
vote_2725,factor_813,item_5,score_1,,valid
vote_2726,factor_815,item_5,score_1,,valid
vote_2729,factor_823,item_5,score_1,,valid
vote_2730,factor_822,item_5,score_1,,valid
vote_2731,factor_821,item_5,score_1,,valid
vote_2732,factor_820,item_5,score_1,,valid
vote_2734,factor_817,item_5,score_1,,valid
vote_2735,factor_447,item_5,score_1,,valid
vote_2737,factor_448,item_5,score_1,,valid
vote_2739,factor_773,item_5,score_3,,valid
vote_2740,factor_774,item_5,score_1,,valid
vote_2741,factor_770,item_5,score_3,,valid
vote_2742,factor_772,item_5,score_1,,valid
vote_2743,factor_635,item_5,score_1,,valid
vote_2744,factor_633,item_5,score_1,,valid
vote_2745,factor_634,item_5,score_1,,valid
vote_2746,factor_629,item_5,score_1,,valid
vote_2748,factor_630,item_5,score_1,,valid
vote_2749,factor_631,item_5,score_1,,valid
vote_2750,factor_620,item_5,score_1,,valid
vote_2751,factor_622,item_5,score_1,,valid
vote_2752,factor_623,item_5,score_1,,valid
vote_2753,factor_624,item_5,score_1,,valid
vote_2754,factor_625,item_5,score_1,,valid
vote_2756,factor_621,item_5,score_1,,valid
vote_2757,factor_609,item_5,score_1,,valid
vote_2758,factor_607,item_5,score_1,,valid
vote_2759,factor_606,item_5,score_1,,valid
vote_2760,factor_608,item_5,score_1,,valid
vote_2761,factor_598,item_5,score_3,,valid
vote_2762,factor_599,item_5,score_3,,valid
vote_2763,factor_600,item_5,score_3,,valid
vote_2765,factor_611,item_5,score_1,,valid
vote_2766,factor_612,item_5,score_1,,valid
vote_2767,factor_613,item_5,score_1,,valid
vote_2768,factor_602,item_5,score_3,,valid
vote_2769,factor_604,item_5,score_3,,valid
vote_2770,factor_603,item_5,score_3,,valid
vote_2771,factor_593,item_5,score_1,,valid
vote_2772,factor_595,item_5,score_1,,valid
vote_2773,factor_594,item_5,score_1,,valid
vote_2774,factor_616,item_5,score_1,,valid
vote_2775,factor_618,item_5,score_1,,valid
vote_2776,factor_617,item_5,score_1,,valid
vote_2777,factor_647,item_5,score_1,,valid
vote_2778,factor_649,item_5,score_1,,valid
vote_2779,factor_648,item_5,score_1,,valid
vote_2780,factor_645,item_5,score_1,,valid
vote_2781,factor_646,item_5,score_1,,valid
vote_2782,factor_531,item_5,score_1,,valid
vote_2783,factor_529,item_5,score_1,,valid
vote_2784,factor_530,item_5,score_1,,valid
vote_2785,factor_515,item_5,score_3,,valid
vote_2786,factor_517,item_5,score_1,,valid
vote_2787,factor_516,item_5,score_1,,valid
vote_2789,factor_513,item_5,score_1,,valid
vote_2790,factor_524,item_5,score_1,,valid
vote_2792,factor_526,item_5,score_1,,valid
vote_2793,factor_527,item_5,score_1,,valid
vote_2794,factor_523,item_5,score_1,,valid
vote_2795,factor_519,item_5,score_1,,valid
vote_2796,factor_520,item_5,score_1,,valid
vote_2797,factor_521,item_5,score_1,,valid
vote_2798,factor_638,item_5,score_1,,valid
vote_2799,factor_637,item_5,score_1,,valid
vote_2800,factor_643,item_5,score_1,,valid
vote_2801,factor_642,item_5,score_1,,valid
vote_2802,factor_641,item_5,score_1,,valid
vote_2803,factor_639,item_5,score_1,,valid
vote_2804,factor_640,item_5,score_1,,valid
vote_2805,factor_775,item_5,score_3,,valid
vote_2806,factor_776,item_5,score_3,,valid
vote_2807,factor_489,item_5,score_1,,valid
vote_2808,factor_488,item_5,score_1,,valid
vote_2809,factor_486,item_5,score_1,,valid
vote_1,factor_910,item_2,score_1,,valid
vote_2,factor_909,item_2,score_1,,valid
vote_4562,factor_392,item_6,score_3,"",draft
vote_3,factor_911,item_2,score_1,,valid
vote_4,factor_912,item_2,score_1,,valid
vote_6,factor_925,item_2,score_3,,valid
vote_7,factor_926,item_2,score_3,,valid
vote_8,factor_927,item_2,score_1,,valid
vote_9,factor_928,item_2,score_1,,valid
vote_10,factor_929,item_2,score_3,,valid
vote_11,factor_930,item_2,score_3,,valid
vote_12,factor_921,item_2,score_3,,valid
vote_13,factor_922,item_2,score_3,,valid
vote_15,factor_300,item_2,score_3,,valid
vote_16,factor_301,item_2,score_3,,valid
vote_17,factor_302,item_2,score_1,,valid
vote_18,factor_303,item_2,score_3,,valid
vote_19,factor_305,item_2,score_3,,valid
vote_20,factor_306,item_2,score_3,,valid
vote_21,factor_898,item_2,score_3,,valid
vote_22,factor_897,item_2,score_3,,valid
vote_23,factor_900,item_2,score_3,,valid
vote_24,factor_899,item_2,score_1,,valid
vote_25,factor_905,item_2,score_3,,valid
vote_26,factor_907,item_2,score_3,,valid
vote_27,factor_904,item_2,score_1,,valid
vote_28,factor_903,item_2,score_1,,valid
vote_29,factor_902,item_2,score_3,,valid
vote_30,factor_906,item_2,score_3,,valid
vote_31,factor_935,item_2,score_3,,valid
vote_32,factor_934,item_2,score_1,,valid
vote_33,factor_932,item_2,score_3,,valid
vote_34,factor_933,item_2,score_1,,valid
vote_35,factor_871,item_2,score_1,,valid
vote_36,factor_870,item_2,score_3,,valid
vote_37,factor_869,item_2,score_3,,valid
vote_38,factor_873,item_2,score_1,,valid
vote_39,factor_872,item_2,score_3,,valid
vote_40,factor_868,item_2,score_3,,valid
vote_41,factor_867,item_2,score_3,,valid
vote_42,factor_874,item_2,score_1,,valid
vote_43,factor_875,item_2,score_1,,valid
vote_44,factor_876,item_2,score_1,,valid
vote_45,factor_877,item_2,score_1,,valid
vote_46,factor_882,item_2,score_1,,valid
vote_47,factor_878,item_2,score_3,,valid
vote_48,factor_880,item_2,score_3,,valid
vote_49,factor_881,item_2,score_1,,valid
vote_50,factor_883,item_2,score_3,,valid
vote_2810,factor_487,item_5,score_1,,valid
vote_2811,factor_490,item_5,score_1,,valid
vote_2812,factor_502,item_5,score_1,,valid
vote_2813,factor_500,item_5,score_3,,valid
vote_4563,factor_378,item_6,score_3,"",draft
vote_4564,factor_1008,item_6,score_3,"",draft
vote_3324,factor_42,item_2,score_3,"",valid
vote_3325,factor_43,item_2,score_3,"",valid
vote_3326,factor_508,item_2,score_3,"",valid
vote_3580,factor_94,item_6,score_3,"",draft
vote_3581,factor_95,item_6,score_3,"",draft
vote_3582,factor_96,item_6,score_3,"",draft
vote_4565,factor_1009,item_6,score_3,"",draft
vote_3710,factor_782,item_6,score_3,"",draft
vote_3327,factor_462,item_4,score_3,"",valid
vote_3583,factor_99,item_6,score_3,"",draft
vote_3584,factor_101,item_6,score_3,"",draft
vote_3585,factor_103,item_6,score_3,"",draft
vote_3711,factor_787,item_6,score_3,"",draft
vote_3712,factor_788,item_6,score_3,"",draft
vote_3713,factor_447,item_6,score_3,"",draft
vote_3714,factor_448,item_6,score_3,"",draft
vote_3972,factor_199,item_7,score_3,"",draft
vote_3973,factor_200,item_7,score_3,"",draft
vote_3974,factor_201,item_7,score_3,"",draft
vote_3975,factor_202,item_7,score_3,"",draft
vote_3976,factor_203,item_7,score_3,"",draft
vote_4084,factor_56,item_7,score_3,"",draft
vote_4085,factor_57,item_7,score_1,"",draft
vote_4086,factor_58,item_7,score_2,"",draft
vote_4087,factor_59,item_7,score_1,"",draft
vote_4088,factor_60,item_7,score_1,"",draft
vote_4089,factor_61,item_7,score_3,"",draft
vote_4090,factor_62,item_7,score_1,"",draft
vote_51,factor_879,item_2,score_3,,valid
vote_52,factor_884,item_2,score_3,,valid
vote_4530,factor_553,item_7,score_3,"",valid
vote_53,factor_887,item_2,score_3,,valid
vote_4531,factor_554,item_7,score_3,"",valid
vote_54,factor_886,item_2,score_3,,valid
vote_4532,factor_555,item_7,score_1,"",valid
vote_4533,factor_556,item_7,score_3,"",valid
vote_4534,factor_557,item_7,score_3,"",valid
vote_4292,factor_406,item_7,score_1,"",valid
vote_4293,factor_407,item_7,score_1,"",valid
vote_4294,factor_408,item_7,score_1,"",valid
vote_4295,factor_409,item_7,score_1,"",valid
vote_4296,factor_389,item_7,score_3,"",valid
vote_4297,factor_390,item_7,score_3,"",valid
vote_4298,factor_391,item_7,score_1,"",valid
vote_55,factor_885,item_2,score_3,,valid
vote_4299,factor_392,item_7,score_1,"",valid
vote_4302,factor_467,item_7,score_3,"",valid
vote_4303,factor_468,item_7,score_3,"",valid
vote_4304,factor_469,item_7,score_3,"",valid
vote_4582,factor_972,item_6,score_3,"",draft
vote_4583,factor_973,item_6,score_3,"",draft
vote_56,factor_892,item_2,score_3,,valid
vote_4584,factor_974,item_6,score_3,"",draft
vote_57,factor_891,item_2,score_3,,valid
vote_4305,factor_471,item_7,score_1,"",valid
vote_4306,factor_472,item_7,score_3,"",valid
vote_4307,factor_473,item_7,score_1,"",valid
vote_58,factor_890,item_2,score_3,,valid
vote_4588,factor_641,item_6,score_3,"",draft
vote_4589,factor_642,item_6,score_3,"",draft
vote_4590,factor_643,item_6,score_3,"",draft
vote_4591,factor_775,item_6,score_3,"",draft
vote_4592,factor_776,item_6,score_3,"",draft
vote_59,factor_889,item_2,score_1,,valid
vote_4593,factor_593,item_6,score_3,"",draft
vote_4308,factor_461,item_7,score_1,"",valid
vote_4309,factor_462,item_7,score_1,"",valid
vote_4310,factor_463,item_7,score_1,"",valid
vote_4311,factor_464,item_7,score_1,"",valid
vote_4312,factor_465,item_7,score_1,"",valid
vote_60,factor_894,item_2,score_1,,valid
vote_61,factor_893,item_2,score_3,,valid
vote_62,factor_919,item_2,score_3,,valid
vote_3315,factor_775,item_2,score_3,"",valid
vote_3586,factor_113,item_6,score_3,"",draft
vote_3761,factor_305,item_4,score_3,"",draft
vote_3762,factor_867,item_4,score_3,"",draft
vote_3763,factor_871,item_4,score_3,"",draft
vote_3769,factor_921,item_7,score_3,"",draft
vote_3770,factor_922,item_7,score_3,"",draft
vote_3771,factor_923,item_7,score_1,"",draft
vote_3772,factor_924,item_7,score_3,"",draft
vote_3773,factor_925,item_7,score_3,"",draft
vote_3774,factor_926,item_7,score_3,"",draft
vote_3775,factor_927,item_7,score_3,"",draft
vote_3776,factor_928,item_7,score_3,"",draft
vote_3777,factor_929,item_7,score_3,"",draft
vote_3778,factor_930,item_7,score_3,"",draft
vote_3779,factor_982,item_7,score_3,"",draft
vote_3977,factor_205,item_7,score_3,"",draft
vote_3978,factor_206,item_7,score_3,"",draft
vote_3979,factor_207,item_7,score_3,"",draft
vote_3980,factor_208,item_7,score_3,"",draft
vote_3981,factor_192,item_7,score_1,"",draft
vote_3982,factor_193,item_7,score_1,"",draft
vote_4091,factor_48,item_7,score_3,"",draft
vote_4092,factor_49,item_7,score_3,"",draft
vote_4093,factor_939,item_7,score_2,"",draft
vote_4094,factor_940,item_7,score_2,"",draft
vote_4095,factor_941,item_7,score_2,"",draft
vote_4096,factor_942,item_7,score_2,"",draft
vote_4097,factor_943,item_7,score_2,"",draft
vote_4098,factor_944,item_7,score_2,"",draft
vote_4099,factor_945,item_7,score_2,"",draft
vote_4100,factor_946,item_7,score_2,"",draft
vote_4101,factor_947,item_7,score_2,"",draft
vote_4102,factor_948,item_7,score_2,"",draft
vote_4103,factor_949,item_7,score_2,"",draft
vote_4104,factor_950,item_7,score_2,"",draft
vote_4105,factor_951,item_7,score_2,"",draft
vote_4106,factor_953,item_7,score_2,"",draft
vote_4107,factor_1057,item_7,score_3,"",draft
vote_4108,factor_955,item_7,score_2,"",draft
vote_4109,factor_956,item_7,score_2,"",draft
vote_4110,factor_957,item_7,score_2,"",draft
vote_4111,factor_958,item_7,score_2,"",draft
vote_4112,factor_959,item_7,score_2,"",draft
vote_4113,factor_960,item_7,score_2,"",draft
vote_4114,factor_961,item_7,score_2,"",draft
vote_153,factor_233,item_2,score_3,,valid
vote_154,factor_232,item_2,score_1,,valid
vote_155,factor_228,item_2,score_1,,valid
vote_156,factor_229,item_2,score_1,,valid
vote_157,factor_227,item_2,score_1,,valid
vote_3316,factor_1004,item_2,score_3,"",valid
vote_3587,factor_116,item_6,score_3,"",draft
vote_3588,factor_117,item_6,score_3,"",draft
vote_3589,factor_106,item_6,score_1,"",draft
vote_3590,factor_110,item_6,score_3,"",draft
vote_3591,factor_105,item_6,score_3,"",draft
vote_3592,factor_107,item_6,score_3,"",draft
vote_3593,factor_108,item_6,score_3,"",draft
vote_3594,factor_109,item_6,score_3,"",draft
vote_3595,factor_936,item_6,score_3,"",draft
vote_3596,factor_938,item_6,score_3,"",draft
vote_3764,factor_923,item_4,score_3,"",draft
vote_3780,factor_299,item_7,score_3,"",draft
vote_3781,factor_300,item_7,score_1,"",draft
vote_3782,factor_301,item_7,score_1,"",draft
vote_3783,factor_302,item_7,score_1,"",draft
vote_3784,factor_303,item_7,score_3,"",draft
vote_3785,factor_305,item_7,score_3,"",draft
vote_3786,factor_306,item_7,score_3,"",draft
vote_255,factor_30,item_2,score_3,,valid
vote_3983,factor_182,item_7,score_3,"",draft
vote_3984,factor_183,item_7,score_3,"",draft
vote_3985,factor_184,item_7,score_3,"",draft
vote_3986,factor_185,item_7,score_3,"",draft
vote_4115,factor_965,item_7,score_3,"",draft
vote_4116,factor_966,item_7,score_3,"",draft
vote_4117,factor_967,item_7,score_1,"",draft
vote_4118,factor_968,item_7,score_3,"",draft
vote_4119,factor_340,item_7,score_3,"",draft
vote_4120,factor_341,item_7,score_3,"",draft
vote_4121,factor_342,item_7,score_3,"",draft
vote_4122,factor_343,item_7,score_3,"",draft
vote_4123,factor_344,item_7,score_3,"",draft
vote_256,factor_32,item_2,score_3,,valid
vote_4124,factor_350,item_7,score_1,"",draft
vote_4125,factor_351,item_7,score_3,"",draft
vote_4126,factor_352,item_7,score_1,"",draft
vote_4127,factor_353,item_7,score_3,"",draft
vote_257,factor_33,item_2,score_3,,valid
vote_258,factor_54,item_2,score_3,,valid
vote_259,factor_53,item_2,score_3,,valid
vote_260,factor_52,item_2,score_1,,valid
vote_4594,factor_645,item_6,score_3,"",draft
vote_4595,factor_646,item_6,score_3,"",draft
vote_4596,factor_305,item_6,score_3,"",draft
vote_4597,factor_306,item_6,score_3,"",draft
vote_4538,factor_562,item_7,score_3,"",valid
vote_4539,factor_564,item_7,score_3,"",valid
vote_4540,factor_565,item_7,score_3,"",valid
vote_4541,factor_538,item_7,score_3,"",valid
vote_4542,factor_539,item_7,score_2,"",valid
vote_4543,factor_540,item_7,score_3,"",valid
vote_4544,factor_541,item_7,score_2,"",valid
vote_4545,factor_542,item_7,score_2,"",valid
vote_4356,factor_978,item_7,score_3,"",valid
vote_4357,factor_832,item_7,score_3,"",valid
vote_4358,factor_833,item_7,score_3,"",valid
vote_3321,factor_520,item_2,score_3,"",valid
vote_3323,factor_207,item_2,score_3,"",valid
vote_3597,factor_862,item_6,score_3,"",draft
vote_3598,factor_863,item_6,score_3,"",draft
vote_3599,factor_865,item_6,score_3,"",draft
vote_3600,factor_866,item_6,score_3,"",draft
vote_3765,factor_924,item_4,score_3,"",draft
vote_3766,factor_928,item_4,score_3,"",draft
vote_3787,factor_867,item_7,score_3,"",draft
vote_3788,factor_868,item_7,score_3,"",draft
vote_3789,factor_869,item_7,score_3,"",draft
vote_3790,factor_870,item_7,score_3,"",draft
vote_3791,factor_871,item_7,score_3,"",draft
vote_3792,factor_872,item_7,score_3,"",draft
vote_3793,factor_873,item_7,score_3,"",draft
vote_3794,factor_874,item_7,score_1,"",draft
vote_3795,factor_875,item_7,score_1,"",draft
vote_3796,factor_876,item_7,score_1,"",draft
vote_3797,factor_877,item_7,score_1,"",draft
vote_3798,factor_878,item_7,score_3,"",draft
vote_3799,factor_879,item_7,score_3,"",draft
vote_3800,factor_880,item_7,score_3,"",draft
vote_3801,factor_881,item_7,score_3,"",draft
vote_3802,factor_882,item_7,score_3,"",draft
vote_3803,factor_883,item_7,score_3,"",draft
vote_3804,factor_1047,item_7,score_3,"",draft
vote_3805,factor_1048,item_7,score_3,"",draft
vote_3806,factor_884,item_7,score_3,"",draft
vote_357,factor_861,item_2,score_1,,valid
vote_3807,factor_885,item_7,score_3,"",draft
vote_3808,factor_886,item_7,score_1,"",draft
vote_3809,factor_887,item_7,score_3,"",draft
vote_3810,factor_889,item_7,score_3,"",draft
vote_3811,factor_890,item_7,score_3,"",draft
vote_3812,factor_891,item_7,score_3,"",draft
vote_3813,factor_892,item_7,score_3,"",draft
vote_3814,factor_893,item_7,score_3,"",draft
vote_3815,factor_894,item_7,score_3,"",draft
vote_4598,factor_867,item_6,score_3,"",draft
vote_4599,factor_868,item_6,score_3,"",draft
vote_4600,factor_869,item_6,score_3,"",draft
vote_4601,factor_870,item_6,score_3,"",draft
vote_4602,factor_871,item_6,score_3,"",draft
vote_4603,factor_872,item_6,score_3,"",draft
vote_4604,factor_500,item_6,score_3,"",draft
vote_4605,factor_501,item_6,score_3,"",draft
vote_4606,factor_809,item_6,score_3,"",draft
vote_4607,factor_550,item_6,score_3,"",draft
vote_358,factor_860,item_2,score_1,,valid
vote_359,factor_858,item_2,score_1,,valid
vote_4608,factor_551,item_6,score_3,"",draft
vote_360,factor_289,item_2,score_1,,valid
vote_4691,factor_782,item_6,score_3,"",draft
vote_4692,factor_783,item_6,score_2,"",draft
vote_4693,factor_784,item_6,score_3,"",draft
vote_4694,factor_785,item_6,score_3,"",draft
vote_361,factor_290,item_2,score_1,,valid
vote_362,factor_291,item_2,score_1,,valid
vote_363,factor_865,item_2,score_1,,valid
vote_364,factor_862,item_2,score_1,,valid
vote_365,factor_863,item_2,score_1,,valid
vote_366,factor_864,item_2,score_1,,valid
vote_3601,factor_284,item_6,score_1,"",draft
vote_3602,factor_285,item_6,score_3,"",draft
vote_3603,factor_289,item_6,score_3,"",draft
vote_3604,factor_290,item_6,score_3,"",draft
vote_3605,factor_291,item_6,score_3,"",draft
vote_3606,factor_293,item_6,score_3,"",draft
vote_3607,factor_295,item_6,score_3,"",draft
vote_3608,factor_296,item_6,score_3,"",draft
vote_3609,factor_858,item_6,score_3,"",draft
vote_3610,factor_860,item_6,score_3,"",draft
vote_3611,factor_861,item_6,score_3,"",draft
vote_3987,factor_210,item_7,score_2,"",draft
vote_3988,factor_211,item_7,score_2,"",draft
vote_3989,factor_212,item_7,score_2,"",draft
vote_3990,factor_213,item_7,score_2,"",draft
vote_3991,factor_214,item_7,score_2,"",draft
vote_3992,factor_187,item_7,score_3,"",draft
vote_3993,factor_188,item_7,score_3,"",draft
vote_3994,factor_189,item_7,score_3,"",draft
vote_3740,factor_481,item_6,score_1,"",draft
vote_3995,factor_190,item_7,score_1,"",draft
vote_3996,factor_177,item_7,score_1,"",draft
vote_3997,factor_178,item_7,score_1,"",draft
vote_3998,factor_179,item_7,score_3,"",draft
vote_3999,factor_180,item_7,score_1,"",draft
vote_4128,factor_346,item_7,score_3,"",draft
vote_4129,factor_347,item_7,score_1,"",draft
vote_4130,factor_348,item_7,score_3,"",draft
vote_4131,factor_330,item_7,score_3,"",draft
vote_4132,factor_331,item_7,score_3,"",draft
vote_459,factor_469,item_2,score_3,,valid
vote_4133,factor_332,item_7,score_3,"",draft
vote_3328,factor_707,item_6,score_3,"",valid
vote_460,factor_467,item_2,score_3,,valid
vote_4609,factor_495,item_6,score_3,"",draft
vote_4610,factor_496,item_6,score_3,"",draft
vote_4387,factor_789,item_7,score_2,"",valid
vote_4388,factor_790,item_7,score_2,"",valid
vote_4389,factor_791,item_7,score_2,"",valid
vote_461,factor_461,item_2,score_3,,valid
vote_4390,factor_792,item_7,score_2,"",valid
vote_462,factor_465,item_2,score_3,,valid
vote_4391,factor_793,item_7,score_2,"",valid
vote_4392,factor_794,item_7,score_2,"",valid
vote_4393,factor_795,item_7,score_2,"",valid
vote_4394,factor_796,item_7,score_2,"",valid
vote_4395,factor_797,item_7,score_2,"",valid
vote_463,factor_464,item_2,score_3,,valid
vote_4396,factor_798,item_7,score_2,"",valid
vote_464,factor_463,item_2,score_1,,valid
vote_4397,factor_799,item_7,score_2,"",valid
vote_4398,factor_801,item_7,score_2,"",valid
vote_465,factor_462,item_2,score_3,,valid
vote_4399,factor_802,item_7,score_2,"",valid
vote_4400,factor_803,item_7,score_2,"",valid
vote_4401,factor_804,item_7,score_2,"",valid
vote_4402,factor_805,item_7,score_2,"",valid
vote_4403,factor_806,item_7,score_2,"",valid
vote_4404,factor_807,item_7,score_2,"",valid
vote_466,factor_472,item_2,score_3,,valid
vote_3612,factor_400,item_6,score_3,"",draft
vote_3613,factor_401,item_6,score_1,"",draft
vote_3741,factor_523,item_5,score_3,"",draft
vote_3742,factor_523,item_6,score_3,"",draft
vote_561,factor_786,item_2,score_2,,valid
vote_3743,factor_471,item_6,score_3,"",draft
vote_3726,factor_972,item_1,score_3,"",draft
vote_3727,factor_974,item_1,score_3,"",draft
vote_562,factor_787,item_2,score_2,,valid
vote_3744,factor_472,item_6,score_3,"",draft
vote_3767,factor_984,item_6,score_3,"",draft
vote_3768,factor_985,item_6,score_3,"",draft
vote_4000,factor_172,item_7,score_3,"",draft
vote_4001,factor_173,item_7,score_3,"",draft
vote_4002,factor_174,item_7,score_3,"",draft
vote_4003,factor_175,item_7,score_1,"",draft
vote_4134,factor_325,item_7,score_2,"",draft
vote_4135,factor_326,item_7,score_2,"",draft
vote_4136,factor_327,item_7,score_3,"",draft
vote_4137,factor_328,item_7,score_1,"",draft
vote_4138,factor_320,item_7,score_3,"",draft
vote_563,factor_794,item_2,score_2,,valid
vote_4139,factor_321,item_7,score_3,"",draft
vote_564,factor_793,item_2,score_2,,valid
vote_565,factor_792,item_2,score_2,,valid
vote_4140,factor_322,item_7,score_1,"",draft
vote_4141,factor_323,item_7,score_3,"",draft
vote_4142,factor_963,item_7,score_3,"",draft
vote_4143,factor_964,item_7,score_3,"",draft
