id,name,parent_id/id,note,type,ponderation,state
factor_313,Payroll Management,factor_1,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by shyamli(shyamlisingh86@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Revoked by Website Administrator. Value Changed from 1.3 to 1.2.
Ponderation Change Suggested by miraj(miraj76@rogers.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by fp(fp@openerp.com). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by fares(fareshantous@gmail.com). Value Changed from 1.4 to 1.5.
Ponderation Change Suggested by anasbensaid(anas.bensaid@gmail.com). Value Changed from 1.5 to 1.6.
Ponderation Change Suggested by omarga(omarga@hotmail.com). Value Changed from 1.6 to 1.7.
Ponderation Change Suggested by kingcarrie(kingcarrie@gmail.com). Value Changed from 1.7 to 1.8.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.8 to 1.9.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.9 to 2.0.
Ponderation Change Suggested by ykastro(ykastro@gmail.com). Value Changed from 2.0 to 1.9.",view,1.9,open
factor_936,Availability of a payroll system,factor_313,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 1.1.
Ponderation Revoked by Website Administrator. Value Changed from 1.1 to 1.0.
Ponderation Change Suggested by nayaksathisha(anveshane). Value Changed from 1.0 to 1.1.
Ponderation Revoked by Website Administrator. Value Changed from 1.1 to 1.0.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_937,Integration of payroll with employee's attendances,factor_313,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.1 to 1.2.",criterion,1.2,open
factor_938,Automatic generation of accounting entries,factor_313,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.1 to 1.2.",criterion,1.2,open
factor_318,CRM & SRM,factor_1,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by shyamli(shyamlisingh86@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Revoked by Website Administrator. Value Changed from 1.2 to 1.1.
Ponderation Change Suggested by miraj(miraj76@rogers.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by npa(npa@tinyerp.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.4 to 1.5.",view,1.5,open
factor_319,Accounts management (customers/partners),factor_318,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_320,Prospects management and conversion to customers,factor_319,,criterion,1,open
factor_321,Multiple relations between enterprises (accounts) and contacts (m/n),factor_319,,criterion,1,open
factor_322,Automatic segmentations of accounts,factor_319,,criterion,1,open
factor_323,Integration with phone central (VOIP),factor_319,,criterion,1,open
factor_324,Leads management,factor_318,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 0.9 to 1.0.",view,1,open
factor_325,Automatic creation of leads based on a website form,factor_324,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_326,Automatic creation of leads based on incoming email,factor_324,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_327,Creation of accounts and opportunities based on leads,factor_324,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_328,Wizard to simplify mass importation of prospects,factor_324,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_329,Opportunities Management,factor_318,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_330,Create quotations or sales based on opportunities,factor_329,,criterion,1,open
factor_331,Ability to customize screens according to the business,factor_329,,criterion,1,open
factor_332,Ability to integrate opportunities and actions on the calendar,factor_329,,criterion,1,open
factor_333,Phone Center Management,factor_318,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_962,Support for phone campaigns,factor_333,,view,1,open
factor_963,Ability to mass import phone calls,factor_962,,criterion,1,open
factor_964,Ability to define rules to route phone calls management,factor_962,,criterion,1,open
factor_1050,Ability to make phone calls,factor_962,,criterion,1,open
factor_334,Email Integration,factor_318,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_965,Synchronisation of contacts with Outlook,factor_334,,criterion,1,open
factor_966,Outlook plugin to push important emails in the software,factor_334,,criterion,1,open
factor_967,Thunderbird plugin to push important emails in the software,factor_334,,criterion,1,open
factor_968,Evolution plugin to push important emails in the software,factor_334,,criterion,1,open
factor_335,Marketing Campaigns Management,factor_318,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_336,Integration with Ms. Word for mass mailing preparation,factor_335,,criterion,1,open
factor_337,Integration with OpenOffice for mass mailing preparation,factor_335,,criterion,1,open
factor_338,Segmentation tools for accounts,factor_335,,criterion,1,open
factor_339,Integrated Webmail,factor_318,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_340,Support for IMAP,factor_339,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_341,Support for POP,factor_339,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_342,"Search, rules, hyerarchical folders",factor_339,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_343,"Ergonomy: drag&drop, ajax enabled",factor_339,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_344,Customizable screens for business logic,factor_339,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_345,Integrations,factor_318,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_346,Integration with Outlook for mails and contacts synchronisation,factor_345,,criterion,1,open
factor_347,Integration with Thunderbird for mails and contacts synchronisation,factor_345,,criterion,1,open
factor_348,Web portal,factor_345,,criterion,1,open
factor_349,Ergonomy,factor_318,"
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_350,Drag & Drop in the calendar of events,factor_349,,criterion,1,open
factor_351,"Calendar per day,week,month,year",factor_349,,criterion,1,open
factor_352,Drag and drop between opportunities for prioritization,factor_349,,criterion,1,open
factor_353,Accessibility of all information in forms,factor_349,,criterion,1,open
factor_362,Customer & Supplier Portal,factor_1,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 0.9 to 1.0.
Ponderation Change Suggested by shyamli(shyamlisingh86@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by miraj(miraj76@rogers.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by fp(fp@openerp.com). Value Changed from 1.2 to 1.1.
Ponderation Change Suggested by kingcarrie(kingcarrie@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by shankerhrm(shankerhrm@gmail.com). Value Changed from 1.4 to 1.5.
Ponderation Change Suggested by ykastro(ykastro@gmail.com). Value Changed from 1.5 to 1.4.",view,1.4,open
factor_734,Customer Portal,factor_362,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_735,Portal Management,factor_734,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_736,Ability to create and send new users based on a selection of customers,factor_735,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_737,Ability to reorganise menus of the portal,factor_735,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_738,Ability to export any kind of document in the portal,factor_735,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_739,Different access rights possible per customer,factor_735,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_740,"Support for unlimited number of portals (resellers, customers, etc)",factor_735,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_741,Available Features,factor_734,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_742,Customers can access his own sales orders and quotations,factor_741,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_743,Customers can access and reprint his own invoices,factor_741,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_744,Customers can work on their own projects and tasks,factor_741,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_745,Customers can access his after-sales services and support,factor_741,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_746,Customers can have a restricted visibility on stock availabilities,factor_741,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_747,Portal User Interface,factor_734,,view,1,open
factor_748,Customers can access using an application to install,factor_747,,criterion,1,open
factor_749,Customers can access using a web interface,factor_747,,criterion,1,open
factor_750,Customers can access documents using a FTP access,factor_747,,criterion,1,open
factor_751,Customers can access documents using a WebDav access,factor_747,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_752,Customers can access their own documents using web-services,factor_747,,criterion,1,open
factor_753,Supplier Portal,factor_362,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_754,Portal Management,factor_753,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_755,Ability to create and send new accounts based on a selection of suppliers,factor_754,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_756,Ability to reorganise menus of the portal,factor_754,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_757,Ability to export any kind of document in the portal,factor_754,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_758,Different access rights possible per supplier,factor_754,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_759,Ability to manage different users for the same supplier,factor_754,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_760,Supplier Portal Features,factor_753,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_761,Suppliers can access and complete requests for quotations,factor_760,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_762,Suppliers can work on their own projects and tasks,factor_760,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_763,Suppliers can have a restricted visibility on stock availabilities,factor_760,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_764,Portal User Interface,factor_753,,view,1,open
factor_765,Suppliers can access using an application to install,factor_764,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_766,Suppliers can access using a web interface,factor_764,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_767,Suppliers can access documents using a FTP access,factor_764,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_768,Suppliers can access documents using a WebDav access,factor_764,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_769,Suppliers can access their own documents using web-services,factor_764,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_1039,Sales Management,factor_1,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by miraj(miraj76@rogers.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by pssman(pssman@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by fares(fareshantous@gmail.com). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.4 to 1.5.
Ponderation Change Suggested by ykastro(ykastro@gmail.com). Value Changed from 1.5 to 1.4.",view,1.4,open
factor_681,Quotations,factor_1039,,view,1,open
factor_682,Ability to create a quotation from a business opportunity (CRM),factor_681,,criterion,1,open
factor_683,Ability to convert a quotation into a sale order,factor_681,,criterion,1,open
factor_685,"Only 2 fields to fill in to encode a quotation (partner, product)",factor_681,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_686,Support for versions of quotations,factor_681,,criterion,1,open
factor_687,Integration with document management system to store propositions,factor_681,,criterion,1,open
factor_688,Support for attachment of files on quotations,factor_681,,criterion,1,open
factor_689,Drop Shipment Facility,factor_681,,criterion,1,open
factor_690,"While creating orders, the inventory for each item is available",factor_681,"
Ponderation Change Suggested by pinky(pinky). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_691,Logistic,factor_1039,"
Ponderation Change Suggested by fp(fp@openerp.com). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_692,"Ability to mix services, products and consumables in one sale order",factor_691,,criterion,1,open
factor_693,Ability to select 'make to stock'/'make to order' logistics on sale order lines,factor_691,,criterion,1,open
factor_694,Ability to select the lot or tracking number on sale order line,factor_691,,criterion,1,open
factor_696,Support for automatic invoice after delivery,factor_691,,criterion,1,open
factor_697,Choose between invoice based on delivered or ordered quantities,factor_691,,criterion,1,open
factor_698,Support for advances invoices,factor_691,,criterion,1,open
factor_699,Information availability from quotations,factor_1039,,view,1,open
factor_700,History of sales for the related customer,factor_699,,criterion,1,open
factor_701,Zoom into the customer form in one click,factor_699,,criterion,1,open
factor_702,Future stock forecasts for selected product(s),factor_699,,criterion,1,open
factor_703,Cost computation of the product based on quantities,factor_699,,criterion,1,open
factor_704,Theorical planning for manufacturing orders,factor_699,,criterion,1,open
factor_705,History of purchases for the selected product,factor_699,,criterion,1,open
factor_706,Automatic Invoicing,factor_1039,"
Ponderation Change Suggested by fp(fp@openerp.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_707,Ability to automatically generate draft or confirmed invoice,factor_706,"
Ponderation Change Suggested by shankerhrm(shankerhrm@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_709,Ability to generate invoices based on costs on project,factor_706,"
Ponderation Change Suggested by shankerhrm(shankerhrm@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_710,Ability to generate invoices based on deliveries,factor_706,"
Ponderation Change Suggested by shankerhrm(shankerhrm@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_711,Ability to generate invoices based on tasks,factor_706,"
Ponderation Change Suggested by shankerhrm(shankerhrm@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_712,Ability to generate invoices based on manufacturing orders,factor_706,"
Ponderation Change Suggested by shankerhrm(shankerhrm@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_713,Prices and contracts,factor_1039,"
Ponderation Change Suggested by fp(fp@openerp.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_714,Pricelists,factor_713,,view,1,open
factor_715,Unlimited number of pricelists,factor_714,"
Ponderation Change Suggested by foo(foo@mailinator.com). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_716,Support for a pricelist system based on rules,factor_714,"
Ponderation Change Suggested by foo(foo@mailinator.com). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_717,Price computation using factors or sums,factor_714,"
Ponderation Change Suggested by foo(foo@mailinator.com). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_718,Price can be computed based on others pricelist,factor_714,"
Ponderation Change Suggested by foo(foo@mailinator.com). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_719,Customer prices can be computed based on supplier prices,factor_714,"
Ponderation Change Suggested by foo(foo@mailinator.com). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_720,Customer prices can be computed based cost of the product,factor_714,"
Ponderation Change Suggested by foo(foo@mailinator.com). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_721,A pricelist can have an unlimitted number of versions,factor_714,"
Ponderation Change Suggested by foo(foo@mailinator.com). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_722,Prices,factor_713,,view,1,open
factor_723,Prices can be based on any field of the product form,factor_722,,criterion,1,open
factor_724,Support for average price costing method,factor_722,,criterion,1,open
factor_725,Support for standard price costing method,factor_722,,criterion,1,open
factor_726,Support for LIFO costing method,factor_722,,criterion,1,open
factor_727,Support for FIFO costing method,factor_722,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_728,Multi-currencies support and automatic conversions,factor_722,,criterion,1,open
factor_1065,Service Management,factor_1,"
Ponderation Change Suggested by monjebour(luiz.carlos@monocon.com.br). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by daniel(daniel.john@johnbead.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by pingoo(peterwork@googlemail.com). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.4 to 1.5.
Ponderation Change Suggested by shankerhrm(shankerhrm@gmail.com). Value Changed from 1.5 to 1.6.",criterion,1.6,draft
factor_2,"Productivity, Ergonomy & Ease of Use",,"
Ponderation Change Suggested by pinky(pinky). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by olefoxe(olaf.vocks@googlemail.com). Value Changed from 1.1 to 1.32.
Ponderation Change Suggested by jvo(jvo@tinyerp.com). Value Changed from 1.32 to 1.6104.
Ponderation Change Suggested by olefoxe(olaf.vocks@googlemail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by Juredieu(p.juredieu@voila.fr). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by sma(vda@tinyerp.com). Value Changed from 1.2 to 1.3.
Ponderation Revoked by Website Administrator. Value Changed from 1.3 to 1.2.
Ponderation Revoked by Website Administrator. Value Changed from 1.2 to 1.1.
Ponderation Change Suggested by ashir24(ashir24@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by sme(sme@tinyerp.com). Value Changed from 1.2 to 1.1.
Ponderation Change Suggested by miraj(miraj76@rogers.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by pssman(pssman@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by jack79(jackc79@tom.com). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by niels(guillaume@moigneu.net). Value Changed from 1.4 to 1.5.
Ponderation Change Suggested by goosefoots(pb.bosch@gmail.com). Value Changed from 1.5 to 1.4.
Ponderation Change Suggested by yoni(yoni_ko@hotmail.com). Value Changed from 1.4 to 1.5.
Ponderation Change Suggested by sumant_sahai(sumantksahai@rediffmail.com). Value Changed from 1.5 to 1.6.
Ponderation Change Suggested by minaeian(minaeian@yahoo.com). Value Changed from 1.6 to 1.5.
Ponderation Change Suggested by flamoedo(fl.filho@yahoo.com.br). Value Changed from 1.5 to 1.6.
Ponderation Change Suggested by hairmatu(hairmatu@hotmail.com). Value Changed from 1.6 to 1.7.
Ponderation Change Suggested by conectasoftware(conectasoftware@gmail.com). Value Changed from 1.7 to 1.6.",view,1.6,open
factor_363,Ergonomy,factor_2,"
Ponderation Change Suggested by kingcarrie(kingcarrie@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by MichelG(michel.guenard@laposte.net). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by mah(m.rouby@visionvalley.net). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by ykastro(ykastro@gmail.com). Value Changed from 1.4 to 1.5.",view,1.5,open
factor_364,Web Interface on all features,factor_363,,view,1,open
factor_365,Support for drag & drop,factor_364,,criterion,1,open
factor_366,Configurable Dashboards,factor_364,"
Ponderation Change Suggested by jukka(jukka.aho@kapsi.fi). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_367,Customizable templates,factor_364,,criterion,1,open
factor_1001,Ability to set to current date in date fields in one key or click,factor_364,"
Ponderation Change Suggested by sma(vda@tinyerp.com). Value Changed from 1.0 to 1.1.
Ponderation Revoked by Website Administrator. Value Changed from 1.1 to 1.0.",criterion,1,open
factor_1006,Ability to compute on date fields (ex: +2 weeks) with a few keys,factor_364,,criterion,1,open
factor_368,Rich Interface on all features,factor_363,,view,1,open
factor_369,Support for drag & drop,factor_368,,criterion,1,open
factor_370,Configurable Dashboards,factor_368,,criterion,1,open
factor_371,Customizable templates,factor_368,,criterion,1,open
factor_1005,Ability to set to current date in date fields in one key or click,factor_368,,criterion,1,open
factor_1007,Ability to compute on date fields (ex: +2 weeks) with a few keys,factor_368,,criterion,1,open
factor_372,Dashboards,factor_363,,view,1,open
factor_373,"Graphs, calendar and lists support in dashboards",factor_372,,criterion,1,open
factor_374,Filter on graphs,factor_372,,criterion,1,open
factor_375,Graphs clickable on each axis,factor_372,,criterion,1,open
factor_376,Customizable dashboards per user,factor_372,,criterion,1,open
factor_377,Calendars,factor_363,,view,1,open
factor_378,"On all ressources: manufacturing orders, event, meeting, deliveries, ...",factor_377,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_379,Drag & Drop of events,factor_377,,criterion,1,open
factor_380,Filter on calendars,factor_377,,criterion,1,open
factor_381,Gant Views,factor_363,,view,1,open
factor_382,Gantt view on all ressources,factor_381,,criterion,1,open
factor_383,Drag & Drop for planification,factor_381,,criterion,1,open
factor_384,Consilidation of resources per usage,factor_381,,criterion,1,open
factor_991,Data filtering and searching,factor_363,,view,1,open
factor_1008,Filter on multiple values of the same field,factor_991,,criterion,1,open
factor_1009,"Ability to use ""AND"", ""OR"", ""NOT"" operators on each field",factor_991,,criterion,1,open
factor_1010,Ability to save a custom filter,factor_991,,criterion,1,open
factor_385,Productivity,factor_2,"
Ponderation Change Suggested by sme(sme@tinyerp.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by kingcarrie(kingcarrie@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by mah(m.rouby@visionvalley.net). Value Changed from 1.3 to 1.2.
Ponderation Change Suggested by ykastro(ykastro@gmail.com). Value Changed from 1.2 to 1.3.",view,1.3,open
factor_386,Presentation of data in the screen,factor_385,,view,1,open
factor_387,Only one screen to encode a sale order and all related data,factor_386,"
Ponderation Change Suggested by oracud(oracud@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_393,Fast encoding of entries,factor_385,"
Ponderation Change Suggested by oracud(oracud@gmail.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_394,Support for encoding in list views like Ms. Excel,factor_393,,criterion,1,open
factor_395,Less than 10 keys to encode accounting entries with 3 lines,factor_393,,criterion,1,open
factor_396,Less than 15 keys to encode accounting entries with 3 lines,factor_393,,criterion,1,open
factor_397,Less than 20 keys to encode accounting entries with 3 lines,factor_393,,criterion,1,open
factor_398,Less than 25 keys to encode accounting entries with 3 lines,factor_393,,criterion,1,open
factor_399,Full keyboard support (no mouse),factor_393,,criterion,1,open
factor_400,Integration with Microsoft Office,factor_385,,criterion,1,open
factor_401,Integration with OpenOffice,factor_385,,criterion,1,open
factor_402,Integration with Mail Client,factor_385,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_403,Integrated Webmail,factor_385,,criterion,1,open
factor_388,Information visibility,factor_2,"
Ponderation Change Suggested by kingcarrie(kingcarrie@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.1 to 1.2.",view,1.2,open
factor_389,"Easy switch between list, form view",factor_388,,criterion,1,open
factor_390,Easy switch to Business Intelligence interface,factor_388,,criterion,1,open
factor_391,Easy switch to graphs,factor_388,,criterion,1,open
factor_392,Easy switch to gantt or calendar views,factor_388,,criterion,1,open
factor_404,Ease of use,factor_2,"
Ponderation Change Suggested by ralvarez(rafaelalvarez@carboncandelon.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by sme(sme@tinyerp.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by kingcarrie(kingcarrie@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by ykastro(ykastro@gmail.com). Value Changed from 1.4 to 1.5.",view,1.5,open
factor_405,Fast Learning Curve,factor_404,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_406,Official editor's trainings for sale/purchase/mrp/stock <3 days,factor_405,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_407,Official editor's trainings for sale/purchase/mrp/stock <10 days,factor_405,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_408,Official editor's trainings for sale/purchase/mrp/stock <20 days,factor_405,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
